Week,year,India,United states,Hindustani classical music: (Worldwide),Mauritius,Sri Lanka,Trinidad and Tobago,Singapore,United Arab Emirates,Malaysia,Philippines,Pakistan,Indonesia,Netherlands,United Kingdom,Canada,Australia,Sweden,Venezuela,Saudi Arabia,Japan,Germany,Nepal,Qatar,Bangladesh,Vietnam,Thailand,Bolivia,Colombia,Peru,Region,Popularity,Year_map,Country_map,Type_map
27-06-2021,2021,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qatar,60,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nepal,56,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,55,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,53,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,17,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore,16,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangladesh,15,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,15,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indonesia,12,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malaysia,11,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,8,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,7,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,7,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,7,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Arabia,5,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thailand,4,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,3,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,2,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,1,2020,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arunachal Pradesh,100,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karnataka,44,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,29,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meghalaya,29,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manipur,26,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tripura,25,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assam,24,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala,22,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delhi,22,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uttarakhand,20,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goa,20,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haryana,19,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maharashtra,19,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telangana,18,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Bengal,17,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab,17,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,13,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uttar Pradesh,13,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madhya Pradesh,13,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha,13,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,12,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chhattisgarh,12,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gujarat,11,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh,11,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andhra Pradesh,9,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bihar,7,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Himachal Pradesh,5,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jammu & Kashmir,2,2020,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,California,100,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,100,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Carolina,95,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts,94,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,81,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,76,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Jersey,62,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,55,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,53,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arizona,46,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,44,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michigan,33,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virginia,33,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennessee,33,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania,32,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohio,26,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florida,23,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missouri,19,2020,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,100,2020,United Kingdom,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scotland,32,2020,United Kingdom,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,100,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,39,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,32,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,14,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nepal,8,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore,8,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indonesia,6,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,5,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,4,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malaysia,4,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,4,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,3,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Arabia,2,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,2,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,2,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thailand,1,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,1,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,1,2021,Worldwide,Worldwide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh,100,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagaland,74,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karnataka,71,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manipur,64,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uttarakhand,61,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,60,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala,55,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haryana,43,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maharashtra,42,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha,40,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Bengal,39,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delhi,36,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assam,35,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gujarat,32,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telangana,31,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,30,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bihar,30,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab,27,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goa,26,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madhya Pradesh,24,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,24,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chhattisgarh,22,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uttar Pradesh,22,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andhra Pradesh,13,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Himachal Pradesh,10,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jammu & Kashmir,8,2021,India,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Jersey,100,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania,64,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,54,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,46,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,California,44,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennessee,42,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Carolina,38,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missouri,25,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,23,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,23,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,21,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts,18,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florida,18,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michigan,15,2021,United States,Countrywise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,100,2021,United Kingdom,Countrywise
